date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:05:44	296/296	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Jun%202023%2003:05:43%20GMT	http://localhost/robots.txt		(from )
11:05:47	98199/98199	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2003:05:44%20GMT	http://localhost/bsu-open%20university/	C:/ouweb/ouweb/localhost/bsu-open%20university/index.html	(from )
11:05:47	97517/97517	---M--	200	added ('OK')	text/css	etag:%2217ced-5f812f8462680%22	http://localhost/bsu-open%20university/wp-includes/css/dist/block-library/style.min.css?ver=6.2.2	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-includes/css/dist/block-library/style.min3781.css	(from http://localhost/bsu-open%20university/)
11:05:49	291/291	---M--	200	added ('OK')	text/css	etag:%22123-5f812f8462680%22	http://localhost/bsu-open%20university/wp-includes/css/classic-themes.min.css?ver=6.2.2	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-includes/css/classic-themes.min3781.css	(from http://localhost/bsu-open%20university/)
11:05:49	6547/6547	---M--	200	added ('OK')	application/rss+xml	etag:%2252ac9c62ddada165f36e8e037cc760b3%22	http://localhost/bsu-open%20university/index.php/feed/	C:/ouweb/ouweb/localhost/bsu-open%20university/index.php/feed/index.html	(from http://localhost/bsu-open%20university/)
11:05:49	1497/1497	---M--	200	added ('OK')	text/calendar	date:Sat,%2024%20Jun%202023%2003:05:48%20GMT	http://localhost/bsu-open%20university/index.php/events/?ical=1	C:/ouweb/ouweb/localhost/bsu-open%20university/index.php/events/indexedf3.html	(from http://localhost/bsu-open%20university/)
11:05:49	66718/66718	---M--	200	added ('OK')	text/css	etag:%221049e-5fe1101bb85b7%22	http://localhost/bsu-open%20university/wp-content/plugins/testimonial-slider-and-showcase/assets/css/wptestimonial.css?ver=2.3.3	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-content/plugins/testimonial-slider-and-showcase/assets/css/wptestimonialb6db.css	(from http://localhost/bsu-open%20university/)
11:05:51	3351/3351	---M--	200	added ('OK')	text/css	etag:%22d17-5fc3e3d41e5aa%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/css/owl.carousel.min.css?ver=6.2.2	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/css/owl.carousel.min3781.css	(from http://localhost/bsu-open%20university/)
11:05:51	125029/125029	---M--	200	added ('OK')	text/css	etag:%221e865-5fc3e3d41dddf%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/css/all.css?ver=6.2.2	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/css/all3781.css	(from http://localhost/bsu-open%20university/)
11:05:53	832/832	---M--	200	added ('OK')	application/rss+xml	etag:%2252ac9c62ddada165f36e8e037cc760b3%22	http://localhost/bsu-open%20university/index.php/comments/feed/	C:/ouweb/ouweb/localhost/bsu-open%20university/index.php/comments/feed/index.html	(from http://localhost/bsu-open%20university/)
11:05:53	72500/72500	---M--	200	added ('OK')	text/css	etag:%2211b34-5fc3e3d41e1c5%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/css/animate.css?ver=6.2.2	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-content/themes/atua/assets/vendors/css/animate3781.css	(from http://localhost/bsu-open%20university/)
11:05:55	7502/7502	---M--	200	added ('OK')	text/css	etag:%221d4e-5fc3e3d4197be%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/css/core.css?ver=6.2.2	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-content/themes/atua/assets/css/core3781.css	(from http://localhost/bsu-open%20university/)
11:05:55	316140/316140	---M--	200	added ('OK')	text/css	etag:%224d2ec-5fc3e3d419f8a%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/css/themes.css?ver=6.2.2	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-content/themes/atua/assets/css/themes3781.css	(from http://localhost/bsu-open%20university/)
11:05:57	77545/77545	---M--	200	added ('OK')	text/css	etag:%2212ee9-5fc3e3d419f8a%22	http://localhost/bsu-open%20university/wp-content/themes/atua/assets/css/woo-styles.css?ver=6.2.2	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-content/themes/atua/assets/css/woo-styles3781.css	(from http://localhost/bsu-open%20university/)
11:05:59	25717/25717	---M--	200	added ('OK')	text/css	etag:%226475-5fc680a3c9491%22	http://localhost/bsu-open%20university/wp-content/themes/atus/style.css?ver=6.2.2	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-content/themes/atus/style3781.css	(from http://localhost/bsu-open%20university/)
11:06:00	7795/7795	---M--	200	added ('OK')	text/css	etag:%221e73-5fc4226a7ec3e%22	http://localhost/bsu-open%20university/wp-content/fonts/eac5ce5519be33e0e3b4de57bcb7fef4.css	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-content/fonts/eac5ce5519be33e0e3b4de57bcb7fef4.css	(from http://localhost/bsu-open%20university/)
11:06:00	2018/2018	---M--	200	added ('OK')	text/css	etag:%227e2-5fc3e3d43bd0e%22	http://localhost/bsu-open%20university/wp-content/themes/atua/style.css?ver=6.2.2	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-content/themes/atua/style3781.css	(from http://localhost/bsu-open%20university/)
11:06:02	1648/1648	---M--	200	added ('OK')	application/json	date:Sat,%2024%20Jun%202023%2003:06:01%20GMT	http://localhost/bsu-open%20university/index.php/wp-json/wp/v2/pages/1151	C:/ouweb/ouweb/localhost/bsu-open%20university/index.php/wp-json/wp/v2/pages/1151.json	(from http://localhost/bsu-open%20university/)
11:06:02	13424/13424	---M--	200	added ('OK')	application/javascript	etag:%223470-5f812f8462680%22	http://localhost/bsu-open%20university/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from http://localhost/bsu-open%20university/)
11:06:03	904/904	---M--	200	added ('OK')	text/xml	date:Sat,%2024%20Jun%202023%2003:06:02%20GMT	http://localhost/bsu-open%20university/xmlrpc.php?rsd	C:/ouweb/ouweb/localhost/bsu-open%20university/xmlrpc0db0.php	(from http://localhost/bsu-open%20university/)
11:06:03	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785e9de00%22	http://localhost/bsu-open%20university/wp-includes/wlwmanifest.xml	C:/ouweb/ouweb/localhost/bsu-open%20university/wp-includes/wlwmanifest.xml	(from http://localhost/bsu-open%20university/)
11:06:04	2483/2483	---M--	200	added ('OK')	application/json	date:Sat,%2024%20Jun%202023%2003:06:03%20GMT	http://localhost/bsu-open%20university/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fbsu-open%2520university%2F	C:/ouweb/ouweb/localhost/bsu-open%20university/index.php/wp-json/oembed/1.0/embed97bf.json	(from http://localhost/bsu-open%20university/)
11:06:06	2546/2546	---M--	200	added ('OK')	text/xml	date:Sat,%2024%20Jun%202023%2003:06:05%20GMT	http://localhost/bsu-open%20university/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fbsu-open%2520university%2F&format=xml	C:/ouweb/ouweb/localhost/bsu-open%20university/index.php/wp-json/oembed/1.0/embed3206	(from http://localhost/bsu-open%20university/)
